"ST_CASE","PERSONS","FATALS","ROUTE","MAN_COLL","LGT_COND","WEATHERlight","BODY_TYP","AGE","INJ_SEV","DRINKING","TRAV_SP","L_TYPE","VSPD_LIM","fata_rate"
10014,5,1,"LOCAL","front","dark","light","small",25,"dead","Yes",60,"Licensed",60,20.00
10015,3,1,"highway","front","light","light","small",38,"dead","Yes",40,"Licensed",40,33.33
10029,2,1,"LOCAL","front","light","light","small",46,"dead","NO",65,"Licensed",55,50.00
10042,3,1,"LOCAL","front","dark","light","small",27,"injured","Yes",30,"Licensed",55,33.33
10050,2,1,"LOCAL","front","dark","light","small",31,"dead","NO",85,"Licensed",70,50.00
10064,3,1,"highway","side","dark","light","LORRY",41,"injured","Yes",35,"Licensed",35,33.33
10082,7,2,"LOCAL","front","dark","light","small",19,"dead","Yes",70,"Licensed",55,28.57
10112,3,1,"LOCAL","front","dark","light","small",22,"injured","Yes",50,"Licensed",45,33.33
10119,2,1,"highway","front","light","light","LORRY",23,"injured","NO",1,"Licensed",35,50.00
10143,2,1,"highway","front","dark","light","small",27,"injured","NO",10,"Licensed",45,50.00
10150,2,1,"LOCAL","front","light","light","LORRY",29,"dead","NO",65,"Licensed",55,50.00
10151,2,1,"LOCAL","front","light","light","small",21,"injured","NO",55,"Licensed",55,50.00
10152,2,1,"LOCAL","front","light","light","small",72,"dead","NO",40,"Licensed",55,50.00
10155,3,1,"LOCAL","front","light","light","small",21,"injured","NO",50,"Licensed",55,33.33
10159,5,4,"LOCAL","front","light","light","small",25,"injured","NO",60,"Licensed",55,80.00
10171,2,1,"LOCAL","front","dark","mod","small",24,"injured","NO",50,"Licensed",70,50.00
10185,2,1,"LOCAL","front","light","mod","small",18,"dead","NO",55,"Licensed",55,50.00
10188,4,1,"LOCAL","front","dark","light","small",39,"injured","Yes",46,"Licensed",45,25.00
10190,4,2,"LOCAL","front","light","light","small",70,"injured","NO",48,"Licensed",55,50.00
10203,6,1,"highway","front","light","light","small",64,"injured","Yes",15,"Licensed",45,16.67
10206,2,1,"highway","front","light","light","small",26,"injured","NO",55,"Licensed",55,50.00
10210,3,1,"highway","front","dark","light","small",25,"dead","NO",50,"Licensed",40,33.33
10211,4,1,"highway","front","light","light","small",82,"dead","NO",5,"Licensed",40,25.00
10212,3,1,"LOCAL","front","dark","light","small",63,"dead","NO",50,"Licensed",55,33.33
10224,2,1,"highway","side","dark","light","LORRY",66,"dead","NO",35,"Licensed",35,50.00
10225,4,1,"LOCAL","front","dark","light","small",52,"injured","NO",55,"Licensed",55,25.00
10227,6,1,"LOCAL","front","dark","light","small",18,"injured","NO",90,"Licensed",70,16.67
10243,2,1,"LOCAL","front","dark","light","small",21,"dead","Yes",65,"Licensed",55,50.00
10253,2,1,"LOCAL","front","light","light","small",22,"injured","NO",55,"Licensed",55,50.00
10269,3,1,"LOCAL","front","light","light","small",49,"injured","NO",50,"Licensed",65,33.33
10291,2,1,"highway","front","light","light","small",69,"dead","NO",55,"Licensed",55,50.00
10307,4,1,"LOCAL","side","light","light","small",31,"injured","NO",70,"Licensed",70,25.00
10323,5,4,"LOCAL","front","light","light","small",21,"dead","NO",55,"Licensed",55,80.00
10340,4,1,"LOCAL","front","light","light","small",33,"injured","NO",53,"Licensed",55,25.00
10359,3,1,"LOCAL","front","light","light","small",22,"injured","NO",70,"Licensed",65,33.33
10374,3,1,"highway","side","light","light","small",31,"dead","NO",50,"Licensed",30,33.33
10389,3,1,"highway","front","dark","light","small",18,"dead","NO",65,"Licensed",45,33.33
10397,6,1,"LOCAL","front","light","light","small",43,"injured","NO",60,"Licensed",55,16.67
10400,2,2,"LOCAL","front","light","light","small",21,"dead","NO",55,"Licensed",55,100.00
10445,6,1,"highway","front","light","light","LORRY",22,"dead","Yes",45,"Licensed",45,16.67
10452,3,1,"highway","front","light","light","small",45,"injured","NO",55,"Licensed",45,33.33
10468,6,1,"LOCAL","front","dark","light","small",19,"injured","Yes",91,"No Lic",70,16.67
10485,3,1,"LOCAL","front","light","light","small",52,"injured","NO",55,"Licensed",55,33.33
10490,2,1,"LOCAL","front","light","mod","LORRY",40,"dead","Yes",55,"Licensed",55,50.00
10519,2,1,"LOCAL","front","dark","light","small",36,"injured","Yes",80,"Licensed",70,50.00
10540,4,1,"highway","front","light","light","small",44,"dead","NO",60,"Licensed",50,25.00
10565,2,1,"LOCAL","front","light","light","small",48,"dead","NO",55,"Licensed",55,50.00
10570,9,1,"LOCAL","front","light","light","small",20,"injured","NO",55,"No Lic",55,11.11
10572,9,2,"LOCAL","side","light","light","small",49,"injured","Yes",65,"Licensed",65,22.22
10580,2,1,"LOCAL","front","dark","light","small",20,"injured","NO",55,"Licensed",55,50.00
10586,3,1,"highway","front","light","mod","small",46,"dead","NO",55,"Licensed",55,33.33
10600,4,1,"LOCAL","front","light","light","small",21,"dead","NO",70,"Licensed",70,25.00
10601,3,1,"LOCAL","front","light","light","small",28,"injured","NO",70,"Licensed",55,33.33
10636,4,1,"highway","front","dark","light","small",19,"injured","NO",50,"Licensed",45,25.00
10653,4,1,"LOCAL","front","dark","light","small",20,"dead","NO",55,"Licensed",55,25.00
10665,4,1,"LOCAL","front","light","light","small",21,"injured","NO",60,"Licensed",55,25.00
10690,3,1,"LOCAL","front","light","light","small",18,"injured","NO",90,"Licensed",70,33.33
10693,5,1,"LOCAL","front","dark","light","small",17,"injured","NO",80,"Licensed",70,20.00
10697,2,1,"LOCAL","front","dark","light","LORRY",33,"dead","NO",75,"Licensed",70,50.00
10707,10,1,"LOCAL","front","light","light","small",79,"injured","NO",15,"Licensed",45,10.00
10711,4,1,"LOCAL","front","dark","light","small",44,"dead","NO",70,"Licensed",55,25.00
10739,4,1,"LOCAL","front","light","light","LORRY",31,"dead","NO",50,"Licensed",50,25.00
10787,3,1,"LOCAL","side","dark","light","small",33,"injured","NO",100,"Licensed",70,33.33
10801,3,1,"highway","front","light","light","small",83,"injured","NO",35,"Licensed",45,33.33
10815,2,1,"LOCAL","side","dark","light","small",32,"dead","NO",65,"Licensed",55,50.00
10830,2,1,"LOCAL","front","light","light","small",77,"injured","NO",60,"Licensed",55,50.00
10831,4,1,"LOCAL","front","light","light","small",20,"dead","NO",75,"Licensed",55,25.00
10833,5,2,"LOCAL","front","dark","light","small",59,"injured","Yes",85,"Licensed",65,40.00
10844,3,1,"LOCAL","front","light","light","small",52,"injured","NO",80,"Licensed",70,33.33
10845,5,1,"LOCAL","front","dark","mod","LORRY",58,"dead","NO",55,"Licensed",70,20.00
10846,3,1,"LOCAL","front","light","light","small",19,"injured","NO",55,"Licensed",45,33.33
10850,2,2,"LOCAL","front","light","light","small",54,"dead","Yes",55,"Licensed",55,100.00
10872,2,1,"highway","front","light","light","LORRY",19,"dead","NO",40,"Licensed",40,50.00
10873,3,1,"LOCAL","side","light","light","small",32,"dead","Yes",65,"No Lic",55,33.33
10876,2,1,"LOCAL","front","dark","light","small",78,"dead","NO",70,"Licensed",55,50.00
10888,2,1,"LOCAL","front","light","light","small",49,"injured","NO",10,"Licensed",45,50.00
10915,2,1,"LOCAL","front","dark","light","small",45,"injured","NO",65,"Licensed",55,50.00
10924,10,1,"LOCAL","front","light","light","LORRY",35,"dead","NO",70,"Licensed",50,10.00
10928,7,1,"LOCAL","side","dark","light","small",29,"injured","NO",85,"Licensed",70,14.29
10933,2,1,"LOCAL","front","light","light","LORRY",48,"dead","NO",65,"Licensed",55,50.00
10936,2,1,"LOCAL","front","dark","light","small",33,"dead","NO",50,"Licensed",55,50.00
40013,4,1,"highway","front","dark","light","small",30,"injured","Yes",90,"Licensed",40,25.00
40033,3,1,"highway","side","light","light","small",20,"injured","NO",5,"Licensed",40,33.33
40038,2,1,"highway","front","light","light","small",38,"injured","NO",60,"Licensed",50,50.00
40051,3,1,"highway","front","dark","light","LORRY",36,"injured","Yes",60,"Licensed",25,33.33
40055,3,1,"highway","front","light","light","small",80,"injured","NO",10,"Licensed",40,33.33
40098,3,1,"LOCAL","front","light","light","small",59,"injured","NO",60,"Licensed",50,33.33
40107,5,1,"highway","front","light","mod","small",999,"injured","NO",50,"No Lic",50,20.00
40139,2,1,"LOCAL","front","dark","light","small",24,"injured","Yes",70,"Licensed",45,50.00
40168,2,1,"LOCAL","front","light","light","small",46,"injured","NO",65,"Licensed",55,50.00
40176,2,1,"highway","front","light","light","LORRY",71,"dead","NO",45,"Licensed",45,50.00
40184,2,1,"LOCAL","front","light","light","small",31,"injured","NO",50,"Licensed",55,50.00
40230,5,1,"LOCAL","front","dark","light","small",33,"injured","Yes",100,"Licensed",65,20.00
40268,5,1,"highway","front","light","light","small",36,"injured","NO",114,"Licensed",30,20.00
40335,4,2,"highway","side","light","light","small",57,"dead","NO",72,"Licensed",35,50.00
40408,8,2,"LOCAL","front","light","light","small",22,"injured","NO",70,"Licensed",40,25.00
40420,2,1,"highway","front","light","light","small",25,"injured","NO",53,"Licensed",55,50.00
40485,3,1,"highway","front","light","light","small",26,"injured","NO",71,"Licensed",45,33.33
40542,12,1,"LOCAL","side","dark","light","small",36,"injured","NO",60,"Licensed",65,8.33
40578,5,2,"LOCAL","side","light","light","LORRY",54,"dead","Yes",60,"Licensed",45,40.00
40589,3,1,"highway","front","light","mod","small",46,"injured","NO",20,"Licensed",35,33.33
40613,2,1,"highway","front","light","light","small",21,"injured","NO",37,"Licensed",45,50.00
40649,2,1,"highway","front","dark","light","small",30,"injured","NO",63,"Licensed",40,50.00
40660,4,1,"highway","front","light","light","small",79,"injured","NO",35,"Licensed",45,25.00
40682,4,1,"highway","front","dark","light","small",43,"injured","Yes",40,"Licensed",40,25.00
40697,3,1,"highway","front","light","light","LORRY",24,"injured","NO",23,"Licensed",45,33.33
40699,3,1,"highway","front","dark","light","small",25,"injured","Yes",40,"Licensed",35,33.33
40716,4,1,"LOCAL","front","light","light","small",33,"dead","NO",65,"Licensed",65,25.00
40731,3,1,"highway","front","light","light","small",50,"injured","NO",30,"Licensed",45,33.33
40732,4,1,"LOCAL","side","dark","light","small",25,"injured","NO",80,"Licensed",55,25.00
40744,8,3,"LOCAL","front","light","light","LORRY",33,"injured","Yes",55,"Licensed",65,37.50
40745,6,1,"highway","front","light","light","small",28,"injured","NO",35,"Licensed",40,16.67
40846,3,1,"highway","front","light","light","small",81,"dead","NO",45,"Licensed",45,33.33
40878,5,1,"highway","front","light","light","small",66,"dead","NO",10,"Licensed",40,20.00
50152,5,2,"LOCAL","side","light","light","small",62,"injured","NO",35,"Licensed",40,40.00
50192,4,1,"LOCAL","front","light","light","small",31,"injured","NO",66,"Licensed",55,25.00
60035,3,1,"LOCAL","front","light","mod","small",52,"dead","NO",53,"Licensed",45,33.33
60049,5,1,"LOCAL","front","dark","light","small",67,"injured","NO",5,"Licensed",55,20.00
60071,5,1,"LOCAL","front","dark","mod","small",31,"injured","Yes",75,"Licensed",65,20.00
60091,2,1,"LOCAL","side","light","light","LORRY",22,"dead","NO",55,"Licensed",65,50.00
60113,9,2,"LOCAL","front","dark","light","small",38,"dead","Yes",80,"No Lic",55,22.22
60122,3,1,"highway","side","light","light","small",41,"injured","Yes",45,"Licensed",55,33.33
60126,5,1,"LOCAL","front","light","light","small",30,"dead","NO",55,"Licensed",65,20.00
60127,7,1,"LOCAL","front","light","light","small",35,"injured","NO",73,"Licensed",70,14.29
60135,2,1,"highway","side","light","light","LORRY",64,"dead","NO",40,"Licensed",55,50.00
60146,4,1,"LOCAL","front","dark","light","small",25,"dead","NO",58,"Licensed",55,25.00
60157,3,1,"highway","front","light","light","small",18,"injured","NO",55,"Licensed",55,33.33
60171,4,1,"LOCAL","side","light","light","small",53,"injured","NO",38,"Licensed",65,25.00
60183,4,1,"LOCAL","front","dark","light","small",60,"injured","NO",55,"Licensed",55,25.00
60185,3,1,"highway","front","light","light","small",44,"injured","Yes",50,"Licensed",55,33.33
60187,2,1,"highway","side","light","light","small",84,"dead","NO",25,"Licensed",25,50.00
60199,6,1,"LOCAL","front","dark","light","small",33,"injured","NO",60,"Licensed",65,16.67
60200,5,1,"LOCAL","front","dark","light","small",22,"injured","Yes",95,"Licensed",65,20.00
60208,3,1,"highway","front","dark","light","small",18,"injured","NO",15,"Licensed",40,33.33
60238,2,2,"highway","front","light","light","small",32,"dead","NO",65,"Licensed",55,100.00
60261,8,2,"LOCAL","front","light","light","small",19,"injured","NO",70,"Licensed",55,25.00
60269,11,1,"LOCAL","front","dark","light","small",24,"injured","NO",80,"Licensed",65,9.09
60300,6,1,"highway","front","dark","light","small",20,"injured","NO",58,"Licensed",40,16.67
60384,11,1,"LOCAL","front","dark","light","small",29,"injured","NO",70,"Licensed",70,9.09
60394,7,1,"LOCAL","front","dark","light","small",52,"injured","NO",80,"Licensed",65,14.29
60397,3,1,"LOCAL","side","light","light","LORRY",77,"dead","NO",50,"Licensed",55,33.33
60450,2,2,"LOCAL","front","dark","light","small",29,"dead","Yes",70,"Licensed",70,100.00
60464,14,1,"LOCAL","side","dark","mod","small",31,"injured","Yes",80,"Licensed",65,7.14
60466,4,1,"highway","front","light","light","small",57,"injured","NO",45,"Licensed",45,25.00
60468,4,1,"LOCAL","front","dark","light","small",22,"dead","Yes",85,"Licensed",65,25.00
60469,2,1,"LOCAL","front","light","light","small",33,"injured","Yes",65,"Licensed",55,50.00
60474,2,1,"LOCAL","front","dark","light","small",24,"injured","Yes",67,"Licensed",65,50.00
60477,4,1,"LOCAL","side","light","light","small",23,"injured","NO",63,"Licensed",65,25.00
60498,2,1,"LOCAL","front","light","light","LORRY",28,"dead","Yes",65,"Licensed",65,50.00
60508,3,1,"highway","front","light","light","small",21,"injured","NO",60,"Licensed",50,33.33
60516,4,1,"highway","front","dark","light","small",23,"injured","NO",94,"Licensed",40,25.00
60520,5,1,"LOCAL","front","light","light","LORRY",31,"injured","NO",65,"Licensed",65,20.00
60528,3,1,"LOCAL","front","dark","light","small",62,"dead","NO",60,"Licensed",65,33.33
60529,2,1,"LOCAL","front","dark","light","LORRY",43,"injured","Yes",57,"Licensed",55,50.00
60536,4,1,"LOCAL","front","dark","light","LORRY",23,"dead","NO",90,"Licensed",65,25.00
60578,2,1,"LOCAL","side","dark","light","small",32,"dead","Yes",109,"Licensed",65,50.00
60643,2,1,"LOCAL","front","dark","light","LORRY",56,"dead","NO",80,"Licensed",65,50.00
60663,6,1,"LOCAL","front","dark","light","small",18,"injured","NO",108,"Licensed",70,16.67
60672,2,1,"LOCAL","front","light","light","small",21,"dead","NO",65,"Licensed",65,50.00
60673,2,1,"highway","front","dark","light","small",42,"injured","NO",40,"Licensed",55,50.00
60710,2,1,"highway","front","light","light","small",34,"dead","Yes",48,"Licensed",50,50.00
60713,5,1,"LOCAL","front","dark","light","LORRY",47,"injured","NO",50,"Licensed",65,20.00
60724,2,1,"LOCAL","front","light","light","LORRY",34,"dead","NO",40,"Licensed",65,50.00
60728,2,1,"highway","side","dark","light","small",64,"injured","Yes",25,"Licensed",55,50.00
60753,4,2,"LOCAL","front","light","light","small",25,"dead","NO",55,"Licensed",55,50.00
60758,3,1,"LOCAL","side","light","light","small",22,"dead","NO",85,"No Lic",70,33.33
60769,3,1,"LOCAL","front","light","light","small",25,"injured","NO",58,"Licensed",65,33.33
60782,4,1,"LOCAL","front","light","light","small",21,"injured","NO",83,"Licensed",55,25.00
60784,4,1,"LOCAL","front","light","light","small",22,"injured","NO",44,"Licensed",40,25.00
60790,2,1,"LOCAL","side","dark","light","small",32,"injured","NO",3,"Licensed",35,50.00
60798,5,1,"LOCAL","front","dark","light","small",74,"dead","NO",10,"Licensed",55,20.00
60801,3,1,"LOCAL","front","dark","light","small",24,"injured","Yes",100,"No Lic",65,33.33
60824,5,1,"LOCAL","front","dark","light","small",23,"injured","NO",55,"Licensed",55,20.00
60834,2,1,"highway","front","dark","light","small",25,"dead","Yes",70,"Licensed",55,50.00
60853,3,2,"LOCAL","front","dark","light","small",41,"dead","Yes",11,"Licensed",70,66.67
60856,2,1,"highway","front","light","light","small",60,"injured","NO",40,"Licensed",50,50.00
60877,2,1,"LOCAL","side","dark","light","small",28,"injured","NO",75,"Licensed",65,50.00
60879,4,1,"LOCAL","front","light","light","small",86,"injured","NO",65,"Licensed",65,25.00
60890,2,1,"highway","side","light","light","small",33,"injured","NO",58,"Licensed",55,50.00
60918,1,1,"LOCAL","side","dark","light","LORRY",47,"injured","NO",60,"Licensed",70,100.00
60923,3,1,"LOCAL","front","dark","light","small",18,"injured","NO",65,"Licensed",65,33.33
60937,3,1,"LOCAL","side","light","light","LORRY",62,"dead","NO",30,"Licensed",55,33.33
60956,5,2,"LOCAL","side","dark","light","small",47,"dead","Yes",68,"Licensed",55,40.00
60958,4,1,"LOCAL","front","light","light","small",26,"dead","NO",55,"Licensed",55,25.00
60974,2,1,"highway","front","dark","light","small",17,"dead","Yes",40,"No Lic",50,50.00
60989,11,1,"LOCAL","front","light","light","small",52,"injured","NO",60,"Licensed",55,9.09
60993,4,1,"highway","side","light","light","small",20,"injured","NO",45,"Licensed",45,25.00
61003,3,1,"LOCAL","front","light","light","LORRY",22,"injured","NO",65,"Licensed",65,33.33
61043,2,1,"highway","front","light","light","small",52,"dead","NO",45,"Licensed",45,50.00
61047,6,1,"highway","front","light","light","small",34,"dead","Yes",68,"Licensed",40,16.67
61083,3,2,"LOCAL","front","dark","light","small",27,"dead","Yes",60,"Licensed",55,66.67
61087,3,1,"highway","side","dark","light","LORRY",40,"dead","NO",60,"Licensed",35,33.33
61104,3,1,"LOCAL","front","dark","light","small",49,"injured","NO",70,"Licensed",65,33.33
61113,3,1,"LOCAL","front","light","light","LORRY",69,"dead","NO",55,"Licensed",55,33.33
61128,3,2,"LOCAL","front","dark","light","small",28,"dead","Yes",65,"Licensed",55,66.67
61141,2,1,"LOCAL","side","light","light","small",47,"injured","NO",70,"Licensed",65,50.00
61161,4,1,"LOCAL","front","dark","light","small",29,"injured","Yes",50,"Licensed",65,25.00
61185,4,2,"LOCAL","side","dark","light","small",71,"dead","NO",75,"Licensed",70,50.00
61191,7,1,"highway","side","light","light","small",70,"dead","NO",55,"Licensed",55,14.29
61195,8,1,"LOCAL","front","light","light","small",92,"dead","NO",65,"Licensed",65,12.50
61227,3,2,"LOCAL","front","dark","light","small",86,"dead","NO",70,"Licensed",65,66.67
61231,2,1,"LOCAL","front","light","light","small",19,"injured","NO",75,"Licensed",65,50.00
61233,3,1,"LOCAL","front","light","light","small",44,"injured","NO",13,"Licensed",65,33.33
61242,2,1,"LOCAL","front","dark","light","small",66,"dead","NO",63,"Licensed",45,50.00
61244,10,2,"LOCAL","front","light","light","small",22,"injured","NO",55,"No Lic",55,20.00
61265,4,1,"LOCAL","front","light","light","small",24,"injured","NO",55,"Licensed",55,25.00
61332,3,1,"LOCAL","front","light","light","small",34,"injured","NO",70,"Licensed",70,33.33
61369,3,1,"LOCAL","front","light","light","small",36,"injured","Yes",65,"Licensed",55,33.33
61393,4,1,"LOCAL","front","light","light","small",31,"dead","NO",55,"Licensed",55,25.00
61396,3,1,"highway","front","light","light","small",18,"dead","Yes",75,"Licensed",55,33.33
61403,2,1,"LOCAL","front","light","light","LORRY",29,"injured","NO",60,"Licensed",55,50.00
61491,3,1,"highway","front","light","light","LORRY",31,"injured","NO",50,"Licensed",55,33.33
61492,2,1,"highway","front","dark","light","small",90,"dead","NO",10,"Licensed",55,50.00
61505,4,1,"LOCAL","front","light","light","small",71,"injured","NO",55,"Licensed",65,25.00
61512,4,1,"LOCAL","side","light","light","small",76,"injured","NO",50,"Licensed",55,25.00
61517,2,1,"LOCAL","front","dark","light","small",29,"injured","Yes",103,"No Lic",55,50.00
61521,7,1,"LOCAL","front","light","light","small",36,"injured","NO",68,"Licensed",65,14.29
61522,4,1,"highway","front","light","light","small",50,"injured","Yes",50,"Licensed",50,25.00
61531,2,1,"LOCAL","front","dark","light","small",45,"injured","NO",65,"Licensed",55,50.00
61546,3,1,"highway","front","light","light","small",49,"dead","NO",55,"Licensed",55,33.33
61554,2,1,"LOCAL","front","light","light","small",65,"dead","NO",55,"Licensed",50,50.00
61556,3,1,"highway","side","light","light","small",23,"dead","NO",48,"Licensed",55,33.33
61571,4,3,"LOCAL","front","light","light","small",27,"injured","NO",65,"Licensed",60,75.00
61580,7,1,"highway","side","dark","light","small",28,"injured","Yes",65,"Licensed",55,14.29
61598,3,2,"LOCAL","front","dark","light","small",59,"injured","NO",60,"Licensed",65,66.67
61627,4,1,"LOCAL","side","light","light","small",18,"injured","NO",55,"Licensed",55,25.00
61631,2,1,"LOCAL","front","dark","light","small",35,"injured","NO",62,"Licensed",65,50.00
61651,3,1,"LOCAL","front","light","light","small",82,"injured","NO",65,"Licensed",65,33.33
61655,6,1,"LOCAL","side","light","light","LORRY",44,"dead","NO",53,"Licensed",55,16.67
61666,3,1,"LOCAL","front","light","light","LORRY",67,"dead","NO",45,"Licensed",45,33.33
61669,3,1,"highway","front","light","light","small",30,"injured","NO",60,"Licensed",15,33.33
61670,3,2,"highway","front","dark","light","small",28,"injured","Yes",48,"Licensed",45,66.67
61679,5,1,"LOCAL","front","light","light","LORRY",35,"injured","NO",65,"Licensed",55,20.00
61685,4,1,"LOCAL","front","dark","light","small",23,"dead","Yes",100,"Licensed",65,25.00
61687,2,1,"LOCAL","front","light","light","small",64,"injured","NO",65,"Licensed",55,50.00
61695,5,1,"LOCAL","front","light","light","small",31,"injured","NO",43,"Licensed",65,20.00
61716,8,1,"LOCAL","front","light","light","LORRY",50,"injured","NO",53,"Licensed",55,12.50
61721,2,1,"LOCAL","front","dark","light","small",35,"injured","Yes",60,"Licensed",65,50.00
61733,2,1,"LOCAL","side","dark","light","small",48,"injured","NO",55,"Licensed",65,50.00
61736,6,1,"highway","front","dark","light","small",25,"injured","Yes",75,"Licensed",55,16.67
61753,4,1,"LOCAL","side","light","light","small",27,"injured","NO",55,"Licensed",65,25.00
61756,4,1,"LOCAL","front","dark","light","small",20,"dead","NO",45,"Licensed",55,25.00
61759,6,1,"LOCAL","front","light","light","small",25,"injured","NO",55,"Licensed",55,16.67
61760,2,1,"highway","front","dark","light","LORRY",32,"dead","Yes",55,"Licensed",55,50.00
61765,3,1,"LOCAL","front","dark","light","LORRY",50,"dead","NO",70,"Licensed",65,33.33
61771,4,1,"LOCAL","side","dark","light","small",15,"injured","NO",95,"No Lic",65,25.00
61794,2,1,"LOCAL","front","light","light","small",21,"dead","NO",55,"Licensed",55,50.00
61825,3,1,"LOCAL","side","light","light","small",49,"injured","NO",65,"Licensed",65,33.33
61845,2,1,"LOCAL","front","light","light","small",31,"injured","NO",65,"Licensed",65,50.00
61853,2,1,"LOCAL","front","dark","light","small",49,"injured","NO",74,"Licensed",50,50.00
61857,2,1,"highway","front","light","light","LORRY",56,"dead","Yes",50,"Licensed",50,50.00
61866,5,1,"LOCAL","front","light","light","small",72,"injured","NO",35,"Licensed",55,20.00
61902,4,1,"LOCAL","side","dark","light","small",24,"injured","Yes",68,"Licensed",65,25.00
61921,4,1,"LOCAL","front","dark","light","LORRY",25,"injured","NO",65,"Licensed",65,25.00
61927,2,1,"LOCAL","front","light","light","small",36,"injured","NO",64,"Licensed",65,50.00
61931,1,1,"LOCAL","front","dark","light","LORRY",24,"dead","Yes",85,"Licensed",65,100.00
61937,5,1,"LOCAL","front","dark","light","small",27,"dead","Yes",68,"Licensed",65,20.00
61963,4,1,"LOCAL","front","dark","light","small",70,"injured","NO",100,"Licensed",65,25.00
61971,2,1,"highway","front","dark","light","small",21,"injured","NO",55,"No Lic",55,50.00
61978,4,1,"LOCAL","front","light","light","small",33,"injured","NO",67,"Licensed",50,25.00
61989,2,1,"LOCAL","front","dark","light","small",27,"dead","Yes",55,"Licensed",55,50.00
61997,6,1,"LOCAL","front","light","light","small",52,"injured","NO",65,"Licensed",65,16.67
62016,2,1,"LOCAL","front","light","light","small",53,"dead","NO",40,"Licensed",55,50.00
62017,2,1,"LOCAL","front","dark","light","small",49,"injured","NO",60,"Licensed",65,50.00
62018,7,2,"LOCAL","side","light","light","small",32,"dead","NO",57,"Licensed",55,28.57
62023,2,1,"highway","front","light","light","small",66,"injured","NO",52,"Licensed",55,50.00
62101,5,1,"LOCAL","side","dark","light","LORRY",48,"dead","Yes",80,"Licensed",65,20.00
62110,3,1,"LOCAL","front","dark","light","LORRY",60,"injured","NO",50,"Licensed",70,33.33
62131,9,1,"LOCAL","front","light","light","LORRY",25,"injured","NO",55,"Licensed",55,11.11
62133,6,1,"LOCAL","front","dark","light","small",28,"dead","Yes",120,"Licensed",65,16.67
62145,2,1,"LOCAL","front","light","light","small",45,"injured","NO",50,"Licensed",65,50.00
62147,7,1,"LOCAL","front","dark","light","LORRY",37,"injured","NO",35,"Licensed",55,14.29
62168,2,1,"LOCAL","front","dark","light","small",90,"dead","NO",43,"Licensed",65,50.00
62169,2,1,"LOCAL","front","dark","light","small",53,"injured","NO",70,"Licensed",55,50.00
62171,3,1,"LOCAL","front","dark","light","LORRY",20,"dead","NO",74,"Licensed",55,33.33
62186,1,1,"LOCAL","front","dark","light","small",24,"injured","NO",80,"Licensed",65,100.00
62230,9,1,"LOCAL","side","light","light","small",40,"injured","NO",55,"Licensed",55,11.11
62233,3,2,"LOCAL","front","dark","light","small",21,"dead","Yes",70,"No Lic",65,66.67
62235,3,1,"LOCAL","front","dark","light","small",22,"injured","NO",53,"Licensed",55,33.33
62257,5,1,"LOCAL","front","light","light","small",29,"injured","NO",40,"Licensed",55,20.00
62262,5,1,"LOCAL","side","light","light","small",31,"injured","NO",63,"Licensed",65,20.00
62283,3,1,"highway","front","light","light","small",24,"injured","NO",55,"Licensed",55,33.33
62301,2,1,"LOCAL","front","dark","light","small",59,"dead","Yes",55,"Licensed",55,50.00
62304,4,1,"highway","front","dark","light","small",24,"injured","Yes",40,"Licensed",35,25.00
62331,4,3,"LOCAL","front","light","light","small",33,"dead","NO",65,"Licensed",65,75.00
62335,8,1,"LOCAL","front","dark","light","small",28,"injured","Yes",65,"Licensed",65,12.50
62341,3,1,"LOCAL","side","dark","light","small",23,"injured","NO",70,"Licensed",65,33.33
62343,2,1,"highway","front","dark","light","small",29,"dead","Yes",50,"Licensed",35,50.00
62363,2,1,"LOCAL","side","dark","light","small",24,"dead","NO",75,"Licensed",65,50.00
62371,3,1,"LOCAL","front","dark","light","small",60,"dead","Yes",75,"Licensed",65,33.33
62372,3,1,"LOCAL","front","light","light","small",41,"injured","NO",65,"Licensed",65,33.33
62394,2,1,"LOCAL","front","dark","light","small",21,"dead","Yes",55,"Licensed",65,50.00
62397,2,1,"LOCAL","side","dark","light","small",27,"injured","NO",70,"Licensed",65,50.00
62404,2,1,"LOCAL","front","light","light","LORRY",28,"dead","NO",70,"Licensed",65,50.00
62435,4,1,"highway","front","light","light","small",18,"injured","NO",50,"Licensed",55,25.00
62436,4,1,"LOCAL","front","light","light","small",74,"injured","NO",70,"Licensed",65,25.00
62455,4,1,"LOCAL","side","light","light","small",48,"injured","NO",20,"Licensed",65,25.00
62480,2,1,"LOCAL","side","light","light","small",79,"injured","NO",65,"Licensed",65,50.00
62509,2,1,"LOCAL","front","light","light","small",45,"injured","NO",35,"Licensed",65,50.00
62619,2,1,"LOCAL","front","dark","light","small",57,"injured","NO",74,"Licensed",65,50.00
62620,2,1,"LOCAL","front","light","light","small",25,"dead","NO",53,"Licensed",65,50.00
62622,2,1,"highway","front","dark","light","small",25,"injured","NO",58,"Licensed",55,50.00
62663,2,1,"highway","side","dark","light","LORRY",22,"dead","NO",43,"Licensed",98,50.00
62695,2,1,"LOCAL","front","dark","light","small",45,"injured","NO",68,"Licensed",65,50.00
62720,3,1,"highway","front","light","light","small",81,"injured","NO",15,"Licensed",25,33.33
62785,2,1,"highway","front","dark","light","small",32,"injured","Yes",77,"Licensed",55,50.00
